store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
337279d7-3fd5-4300-957a-23b923fb36ed,0.0,0.0,0.0,60.0,10.08,70.58
3e7859bd-9a16-487c-9b46-115082dd74a5,60.0,4.04,31.01,0.0,6.74,44.49
9cf1b119-e7c5-454c-bb5f-c9038fcfdbcf,60.0,8.43,58.99,0.0,5.06,35.39
0f2070b7-9ac9-4e56-9c2a-0abf16f10c80,0.0,0.0,0.0,60.0,9.0,62.97
f4718f77-b7aa-4170-9b98-ad41313f1cab,60.0,6.32,43.15,0.0,2.11,15.79
058fa7c5-7188-4f3f-887d-5b57961ba6bd,60.0,4.04,28.31,0.0,6.74,47.19
7638cfd7-2925-4a2e-aaae-0b74bbbfe623,0.0,0.0,0.0,60.0,12.98,90.88
2ed42d63-93bd-4783-acfa-bd0b878ef42b,60.0,4.04,25.62,0.0,6.74,49.88
c80c40ee-25c8-4472-8477-86103463660a,60.0,6.75,47.25,0.0,6.75,47.25
f5bc404b-d0a6-4e29-b5ce-13cb35493164,0.0,0.0,0.0,60.0,12.28,85.97
1a61dd95-de99-49f3-b4cb-2121d6b06d44,60.0,4.04,28.31,0.0,6.74,47.19
63f63775-416c-4286-838f-de443da60e6b,60.0,5.55,41.62,0.0,5.55,36.07
1427aed8-3f67-4323-a874-2547ae18670a,60.0,6.37,44.58,0.0,2.12,14.86
5d1de3a3-b090-4ff6-b40a-4079321ecc29,60.0,4.04,28.31,0.0,6.74,47.19
5b6b6ac0-d133-45c8-9bdb-24eaff3ba946,60.0,3.0,21.1,0.0,3.0,20.85
9d824bcd-b889-4067-ad3a-6fc4122fc754,60.0,7.12,50.43,0.0,2.37,16.01
b3258d79-257f-4e26-ae50-1b16f6cfb7a0,60.0,6.0,42.0,0.0,6.0,42.0
ab39cf54-be48-4f2b-8446-c3d9dcee7927,60.0,4.04,26.96,0.0,6.74,48.54
b339f6b9-a74c-4ea2-9f8b-544568c007c7,60.0,3.94,27.56,0.0,6.56,45.94
e414e09e-7155-468f-bc6e-dbaf12cbc4ac,60.0,4.04,31.01,0.0,6.74,44.49
c992a4f4-cdac-4cb8-9656-dbae28122d86,60.0,4.04,28.31,0.0,6.74,47.19
99022b7d-c1ce-4cc6-8a66-e375d25973e7,60.0,6.0,42.0,0.0,6.0,42.0
bc99681a-5fb8-4b63-b86f-f6e88051004d,0.0,0.0,0.0,60.0,23.98,167.88
74c41600-06b0-43e5-9b82-6d7b2d6f6ac6,60.0,3.94,27.56,0.0,6.56,45.94
345188e9-8130-458c-b63b-4723187805c3,60.0,5.5,38.5,0.0,5.5,38.5
67d5fd30-914e-4ed1-9bad-85f74eff77ab,0.0,0.0,0.0,60.0,8.69,60.84
d497fe9a-54c1-4706-8b7f-75b062c84a19,0.0,0.0,0.0,60.0,8.88,62.12
0f2778f5-9b40-4c19-bd93-4dba7761386c,60.0,3.94,27.56,0.0,6.56,45.94
dda0bf4a-29ca-499e-9246-c52e989e4ae1,0.0,3.56,24.94,60.0,5.94,41.56
5092a34d-282c-48e6-9391-9ec0a13fd4c4,60.0,4.04,31.01,0.0,6.74,44.49
1d96958a-5d5c-486b-9ebc-1930ab2a29ad,60.0,5.27,36.88,0.0,5.27,36.88
da86ec4a-8565-4435-aebf-a9b850203299,0.0,0.0,0.0,60.0,7.22,50.55
0cb45c6f-6516-4e1a-8e28-9a3afef3f7c5,60.0,3.94,27.56,0.0,6.56,45.94
b3165a77-9f20-4200-a91d-4c0b86ab4539,60.0,4.12,28.88,0.0,6.88,48.12
9fe432c5-c053-4951-abdc-4e8a5c1b3256,0.0,0.0,0.0,60.0,23.98,167.88
6ef30445-b002-4c4e-beb2-e60db4d7a84f,0.0,0.0,0.0,60.0,10.43,73.0
ed777f9d-f702-4b26-b099-c8da00c04f9e,60.0,4.12,26.12,0.0,6.88,50.88
a4152362-4f47-4391-9a3c-d97881dadbde,60.0,3.94,27.56,0.0,6.56,45.94
aa8fb44d-93ba-4182-b2c9-2d0be3326597,60.0,4.69,39.06,0.0,7.81,48.44
d07f1454-682f-44c5-840f-35e99919b42b,60.0,3.94,27.56,0.0,6.56,45.94
d809793f-e6a5-41e6-ba65-989a979bfc20,60.0,4.31,17.25,0.0,7.19,63.25
429501f3-5406-49cc-9717-55a7168ca08d,60.0,3.94,26.25,0.0,6.56,47.25
2becc2d2-65e7-4727-b774-c917c849ab1d,60.0,8.43,58.99,0.0,5.06,35.39
252ed040-90ac-48e8-9c7f-638ffd2ceb00,60.0,2.88,27.76,0.0,6.98,41.24
3cb5c22a-19d0-4c38-840b-6a7bb3f6cbf3,60.0,2.62,24.94,0.0,7.88,48.56
6be5b045-fd16-4feb-bdc8-a581d4edff53,60.0,5.55,41.62,0.0,5.55,36.07
424421e6-39ee-4b6b-93c5-97468d634606,60.0,5.25,21.0,0.0,5.25,52.5
